text,type,start,end,method,article_id,article_url,article_domain,article_theme
Imran,GPE,0,5,nltk,72,https://www.thenews.com.pk/print/1302587-imran-s-sisters-pti-leaders-arrested-released,thenews.com.pk,LEADER
PTI,ORGANIZATION,16,19,nltk,72,https://www.thenews.com.pk/print/1302587-imran-s-sisters-pti-leaders-arrested-released,thenews.com.pk,LEADER
Caucus Leadership,PERSON,5,22,nltk,73,https://leadership.ng/reps-caucus-leadership-not-by-appointment-lp-lawmakers-reply-abure/,leadership.ng,LEADER
Appointment,ORGANIZATION,30,41,nltk,73,https://leadership.ng/reps-caucus-leadership-not-by-appointment-lp-lawmakers-reply-abure/,leadership.ng,LEADER
LP,ORGANIZATION,44,46,nltk,73,https://leadership.ng/reps-caucus-leadership-not-by-appointment-lp-lawmakers-reply-abure/,leadership.ng,LEADER
AAP Gujarat,ORGANIZATION,10,21,nltk,74,https://www.prokerala.com/news/articles/a1626276.html,prokerala.com,LEADER
Durgesh Pathak,PERSON,41,55,nltk,74,https://www.prokerala.com/news/articles/a1626276.html,prokerala.com,LEADER
FULL,ORGANIZATION,0,4,nltk,75,https://torontosun.com/opinion/say-hello-to-the-new-liberal-ndp-alliance/wcm/58b21a7d-71b6-44e7-86ae-169ddbe404ec,torontosun.com,LEADER
COMMENT,ORGANIZATION,5,12,nltk,75,https://torontosun.com/opinion/say-hello-to-the-new-liberal-ndp-alliance/wcm/58b21a7d-71b6-44e7-86ae-169ddbe404ec,torontosun.com,LEADER
Liberal,ORGANIZATION,44,51,nltk,75,https://torontosun.com/opinion/say-hello-to-the-new-liberal-ndp-alliance/wcm/58b21a7d-71b6-44e7-86ae-169ddbe404ec,torontosun.com,LEADER
NDP,ORGANIZATION,54,57,nltk,75,https://torontosun.com/opinion/say-hello-to-the-new-liberal-ndp-alliance/wcm/58b21a7d-71b6-44e7-86ae-169ddbe404ec,torontosun.com,LEADER
BJP,ORGANIZATION,59,62,nltk,76,https://economictimes.indiatimes.com/news/politics-and-nation/cji-responsible-for-civil-wars-happening-in-country-says-bjp-leader-nishikant-dubey/articleshow/120434435.cms,economictimes.indiatimes.com,LEADER
Nishikant Dubey,PERSON,70,85,nltk,76,https://economictimes.indiatimes.com/news/politics-and-nation/cji-responsible-for-civil-wars-happening-in-country-says-bjp-leader-nishikant-dubey/articleshow/120434435.cms,economictimes.indiatimes.com,LEADER
CBI,ORGANIZATION,0,3,nltk,77,https://www.news18.com/india/cbi-raids-aap-leader-durgesh-pathaks-residence-party-links-it-to-gujarat-polls-9302366.html,news18.com,LEADER
Raids AAP Leader Durgesh Pathak Residence,PERSON,4,45,nltk,77,https://www.news18.com/india/cbi-raids-aap-leader-durgesh-pathaks-residence-party-links-it-to-gujarat-polls-9302366.html,news18.com,LEADER
Party,PERSON,48,53,nltk,77,https://www.news18.com/india/cbi-raids-aap-leader-durgesh-pathaks-residence-party-links-it-to-gujarat-polls-9302366.html,news18.com,LEADER
Gujarat Polls,PERSON,66,79,nltk,77,https://www.news18.com/india/cbi-raids-aap-leader-durgesh-pathaks-residence-party-links-it-to-gujarat-polls-9302366.html,news18.com,LEADER
Canadian,GPE,0,8,nltk,78,https://www.yorkpress.co.uk/news/national/25100050.canadian-leader-tells-nation-trump-tariff-war-can-help-domestic-trade/,yorkpress.co.uk,LEADER
Trump,PERSON,29,34,nltk,78,https://www.yorkpress.co.uk/news/national/25100050.canadian-leader-tells-nation-trump-tariff-war-can-help-domestic-trade/,yorkpress.co.uk,LEADER
PTI,ORGANIZATION,0,3,nltk,79,https://www.thenews.com.pk/print/1297797-pti-leaders-again-denied-meeting-with-imran-despite-court-orders,thenews.com.pk,LEADER
Imran,PERSON,38,43,nltk,79,https://www.thenews.com.pk/print/1297797-pti-leaders-again-denied-meeting-with-imran-despite-court-orders,thenews.com.pk,LEADER
Opinion,GPE,0,7,nltk,80,https://www.theglobeandmail.com/politics/opinion/article-mark-carney-gets-through-his-first-debate-in-one-piece/,theglobeandmail.com,LEADER
Mark Carney,PERSON,10,21,nltk,80,https://www.theglobeandmail.com/politics/opinion/article-mark-carney-gets-through-his-first-debate-in-one-piece/,theglobeandmail.com,LEADER
Afam Ogene,PERSON,49,59,nltk,81,https://www.thecable.ng/he-was-elected-not-appointed-lp-reps-reject-afam-ogenes-removal-as-caucus-leader-by-abure-faction/,thecable.ng,LEADER
Abure,PERSON,88,93,nltk,81,https://www.thecable.ng/he-was-elected-not-appointed-lp-reps-reject-afam-ogenes-removal-as-caucus-leader-by-abure-faction/,thecable.ng,LEADER
Canadian,GPE,0,8,nltk,82,https://www.theboltonnews.co.uk/news/national/25096545.canadian-leader-mark-carney-says-trump-key-issue-national-election/,theboltonnews.co.uk,LEADER
Mark Carney,PERSON,16,27,nltk,82,https://www.theboltonnews.co.uk/news/national/25096545.canadian-leader-mark-carney-says-trump-key-issue-national-election/,theboltonnews.co.uk,LEADER
Trump,PERSON,33,38,nltk,82,https://www.theboltonnews.co.uk/news/national/25096545.canadian-leader-mark-carney-says-trump-key-issue-national-election/,theboltonnews.co.uk,LEADER
Canada,GPE,23,29,nltk,83,https://globalnews.ca/news/11117392/canada-election-second-weekend-campaign/,globalnews.ca,LEADER
National,ORGANIZATION,59,67,nltk,83,https://globalnews.ca/news/11117392/canada-election-second-weekend-campaign/,globalnews.ca,LEADER
Wes Streeting,PERSON,8,21,nltk,84,https://www.spectator.co.uk/article/what-do-wes-streeting-and-kemi-badenoch-have-in-common/,spectator.co.uk,LEADER
Kemi Badenoch,PERSON,26,39,nltk,84,https://www.spectator.co.uk/article/what-do-wes-streeting-and-kemi-badenoch-have-in-common/,spectator.co.uk,LEADER
Canadian,GPE,0,8,nltk,85,https://www.ipswichstar.co.uk/news/national/25100050.canadian-leader-tells-nation-trump-tariff-war-can-help-domestic-trade/,ipswichstar.co.uk,LEADER
Trump,PERSON,29,34,nltk,85,https://www.ipswichstar.co.uk/news/national/25100050.canadian-leader-tells-nation-trump-tariff-war-can-help-domestic-trade/,ipswichstar.co.uk,LEADER
English,GPE,55,62,nltk,86,https://lfpress.com/news/party-leaders-reporters-questions-english-debate,lfpress.com,LEADER
Carney,GPE,0,6,nltk,87,https://www.stcatharinesstandard.ca/politics/federal/english-debate-live-blog-april17/article_77c406fa-03d4-5097-9fc8-2a39bffa6e12.html,stcatharinesstandard.ca,LEADER
Poilievre,PERSON,9,18,nltk,87,https://www.stcatharinesstandard.ca/politics/federal/english-debate-live-blog-april17/article_77c406fa-03d4-5097-9fc8-2a39bffa6e12.html,stcatharinesstandard.ca,LEADER
English,GPE,51,58,nltk,87,https://www.stcatharinesstandard.ca/politics/federal/english-debate-live-blog-april17/article_77c406fa-03d4-5097-9fc8-2a39bffa6e12.html,stcatharinesstandard.ca,LEADER
Canada,GPE,0,6,nltk,88,https://www.hindustantimes.com/world-news/canada-polls-debate-carney-poilievre-say-immigration-curbs-will-continue-in-future-101744867545626.html,hindustantimes.com,LEADER
Carney,PERSON,22,28,nltk,88,https://www.hindustantimes.com/world-news/canada-polls-debate-carney-poilievre-say-immigration-curbs-will-continue-in-future-101744867545626.html,hindustantimes.com,LEADER
Poilievre,PERSON,31,40,nltk,88,https://www.hindustantimes.com/world-news/canada-polls-debate-carney-poilievre-say-immigration-curbs-will-continue-in-future-101744867545626.html,hindustantimes.com,LEADER
India,GPE,0,5,nltk,89,https://www.hindustantimes.com/india-news/india-slams-bangladesh-on-hindu-leaders-killing-live-up-to-responsibility-101745049339814.html,hindustantimes.com,LEADER
Bangladesh,PERSON,12,22,nltk,89,https://www.hindustantimes.com/india-news/india-slams-bangladesh-on-hindu-leaders-killing-live-up-to-responsibility-101745049339814.html,hindustantimes.com,LEADER
Hindu,GPE,26,31,nltk,89,https://www.hindustantimes.com/india-news/india-slams-bangladesh-on-hindu-leaders-killing-live-up-to-responsibility-101745049339814.html,hindustantimes.com,LEADER
German,GPE,0,6,nltk,90,https://www.newsday.com/business/germany-merz-new-government-coalition-merz-berlin-t43964,newsday.com,LEADER
Europe,GPE,71,77,nltk,90,https://www.newsday.com/business/germany-merz-new-government-coalition-merz-berlin-t43964,newsday.com,LEADER
French,GPE,0,6,nltk,91,https://www.cp24.com/federal-election-2025/2025/04/17/i-am-not-justin-trudeau-carney-defends-record-as-party-leaders-spar-over-economy-immigration-and-crime/,cp24.com,LEADER
Carney,PERSON,16,22,nltk,91,https://www.cp24.com/federal-election-2025/2025/04/17/i-am-not-justin-trudeau-carney-defends-record-as-party-leaders-spar-over-economy-immigration-and-crime/,cp24.com,LEADER
Justin Trudeau,PERSON,38,52,nltk,91,https://www.cp24.com/federal-election-2025/2025/04/17/i-am-not-justin-trudeau-carney-defends-record-as-party-leaders-spar-over-economy-immigration-and-crime/,cp24.com,LEADER
American,GPE,4,12,nltk,92,https://edmontonsun.com/news/politics/federal_election/french-election-debate-mark-carney-strawberries,edmontonsun.com,LEADER
French,GPE,37,43,nltk,92,https://edmontonsun.com/news/politics/federal_election/french-election-debate-mark-carney-strawberries,edmontonsun.com,LEADER
French,GPE,15,21,nltk,93,https://www.theglobeandmail.com/politics/article-federal-leaders-french-language-debate-rescheduled-for-habs-game/,theglobeandmail.com,LEADER
Habs,PERSON,56,60,nltk,93,https://www.theglobeandmail.com/politics/article-federal-leaders-french-language-debate-rescheduled-for-habs-game/,theglobeandmail.com,LEADER
Congress,ORGANIZATION,0,8,nltk,94,https://www.freepressjournal.in/india/congress-leader-rahul-gandhi-to-visit-brown-university-on-april-2122-for-student-faculty-interaction,freepressjournal.in,LEADER
Leader Rahul Gandhi,PERSON,9,28,nltk,94,https://www.freepressjournal.in/india/congress-leader-rahul-gandhi-to-visit-brown-university-on-april-2122-for-student-faculty-interaction,freepressjournal.in,LEADER
Visit Brown University,PERSON,32,54,nltk,94,https://www.freepressjournal.in/india/congress-leader-rahul-gandhi-to-visit-brown-university-on-april-2122-for-student-faculty-interaction,freepressjournal.in,LEADER
Student,ORGANIZATION,76,83,nltk,94,https://www.freepressjournal.in/india/congress-leader-rahul-gandhi-to-visit-brown-university-on-april-2122-for-student-faculty-interaction,freepressjournal.in,LEADER
Faculty,GPE,86,93,nltk,94,https://www.freepressjournal.in/india/congress-leader-rahul-gandhi-to-visit-brown-university-on-april-2122-for-student-faculty-interaction,freepressjournal.in,LEADER
Interaction,ORGANIZATION,94,105,nltk,94,https://www.freepressjournal.in/india/congress-leader-rahul-gandhi-to-visit-brown-university-on-april-2122-for-student-faculty-interaction,freepressjournal.in,LEADER
Rev,PERSON,2,5,nltk,97,https://www.myjoyonline.com/rev-ntim-fordjour-will-never-walk-alone-afenyo-markin-declares/,myjoyonline.com,LEADER
Ntim Fordjour,PERSON,6,19,nltk,97,https://www.myjoyonline.com/rev-ntim-fordjour-will-never-walk-alone-afenyo-markin-declares/,myjoyonline.com,LEADER
Afenyo,GPE,45,51,nltk,97,https://www.myjoyonline.com/rev-ntim-fordjour-will-never-walk-alone-afenyo-markin-declares/,myjoyonline.com,LEADER
Markin,GPE,54,60,nltk,97,https://www.myjoyonline.com/rev-ntim-fordjour-will-never-walk-alone-afenyo-markin-declares/,myjoyonline.com,LEADER
Devendra Fadnavis,PERSON,26,43,nltk,98,https://www.hindustantimes.com/india-news/when-father-is-alive-devendra-fadnavis-reacts-to-sanjay-rauts-pm-modi-retirement-claim-101743415115652.html,hindustantimes.com,LEADER
Sanjay Raut PM Modi,PERSON,54,73,nltk,98,https://www.hindustantimes.com/india-news/when-father-is-alive-devendra-fadnavis-reacts-to-sanjay-rauts-pm-modi-retirement-claim-101743415115652.html,hindustantimes.com,LEADER
Carney,GPE,0,6,nltk,99,https://www.arabnews.com/node/2597378/world,arabnews.com,LEADER
Trump,PERSON,12,17,nltk,99,https://www.arabnews.com/node/2597378/world,arabnews.com,LEADER
Canada,GPE,31,37,nltk,99,https://www.arabnews.com/node/2597378/world,arabnews.com,LEADER
Iran,GPE,0,4,nltk,100,https://www.giornaledibrescia.it/italia-e-estero/iran-determinati-a-salvaguardare-interessi-nazionali-i0m59hdw,giornaledibrescia.it,LEADER
Carney,PERSON,25,31,nltk,101,https://edmontonjournal.com:443/news/politics/federal_election/french-election-debate-mark-carney-strawberries,edmontonjournal.com,LEADER
US,ORGANIZATION,53,55,nltk,101,https://edmontonjournal.com:443/news/politics/federal_election/french-election-debate-mark-carney-strawberries,edmontonjournal.com,LEADER
Infosys,GPE,0,7,nltk,102,https://aninews.in/news/business/infosys-growth-of-42-in-cc-operating-margin-expansion-of-05-in-fy2520250418105522/,aninews.in,LEADER
CC,GPE,31,33,nltk,102,https://aninews.in/news/business/infosys-growth-of-42-in-cc-operating-margin-expansion-of-05-in-fy2520250418105522/,aninews.in,LEADER
FY25,ORGANIZATION,77,81,nltk,102,https://aninews.in/news/business/infosys-growth-of-42-in-cc-operating-margin-expansion-of-05-in-fy2520250418105522/,aninews.in,LEADER
Rahul,PERSON,0,5,nltk,103,https://news.webindia123.com/news/Articles/India/20250417/4308167.html,news.webindia123.com,LEADER
Gandhi,ORGANIZATION,6,12,nltk,103,https://news.webindia123.com/news/Articles/India/20250417/4308167.html,news.webindia123.com,LEADER
Brown University,ORGANIZATION,25,41,nltk,103,https://news.webindia123.com/news/Articles/India/20250417/4308167.html,news.webindia123.com,LEADER
US,GSP,49,51,nltk,103,https://news.webindia123.com/news/Articles/India/20250417/4308167.html,news.webindia123.com,LEADER
Pawan Khera,PERSON,68,79,nltk,103,https://news.webindia123.com/news/Articles/India/20250417/4308167.html,news.webindia123.com,LEADER
BJP,ORGANIZATION,0,3,nltk,104,https://timesofindia.indiatimes.com/city/hubballi/bjp-commemorates-ambedkars-centenary-visit-to-nippani/articleshow/120318783.cms,timesofindia.indiatimes.com,LEADER
Ambedkar,PERSON,17,25,nltk,104,https://timesofindia.indiatimes.com/city/hubballi/bjp-commemorates-ambedkars-centenary-visit-to-nippani/articleshow/120318783.cms,timesofindia.indiatimes.com,LEADER
Modi,PERSON,19,23,nltk,105,https://www.hindustantimes.com/india-news/eps-likely-to-meet-modi-during-pm-s-visit-to-tamil-nadu-101743534050322.html,hindustantimes.com,LEADER
Tamil Nadu,PERSON,43,53,nltk,105,https://www.hindustantimes.com/india-news/eps-likely-to-meet-modi-during-pm-s-visit-to-tamil-nadu-101743534050322.html,hindustantimes.com,LEADER
Bergen,GPE,0,6,nltk,106,https://www.belfasttelegraph.co.uk/news/politics/former-uup-leaders-role-in-liberating-nazi-death-camp-remembered-80-years-on/a2040918299.html,belfasttelegraph.co.uk,LEADER
Belsen,GPE,9,15,nltk,106,https://www.belfasttelegraph.co.uk/news/politics/former-uup-leaders-role-in-liberating-nazi-death-camp-remembered-80-years-on/a2040918299.html,belfasttelegraph.co.uk,LEADER
UUP,ORGANIZATION,18,21,nltk,106,https://www.belfasttelegraph.co.uk/news/politics/former-uup-leaders-role-in-liberating-nazi-death-camp-remembered-80-years-on/a2040918299.html,belfasttelegraph.co.uk,LEADER
British,GPE,59,66,nltk,106,https://www.belfasttelegraph.co.uk/news/politics/former-uup-leaders-role-in-liberating-nazi-death-camp-remembered-80-years-on/a2040918299.html,belfasttelegraph.co.uk,LEADER
Jim Molyneaux,PERSON,100,113,nltk,106,https://www.belfasttelegraph.co.uk/news/politics/former-uup-leaders-role-in-liberating-nazi-death-camp-remembered-80-years-on/a2040918299.html,belfasttelegraph.co.uk,LEADER
Nazi,ORGANIZATION,128,132,nltk,106,https://www.belfasttelegraph.co.uk/news/politics/former-uup-leaders-role-in-liberating-nazi-death-camp-remembered-80-years-on/a2040918299.html,belfasttelegraph.co.uk,LEADER
Nigel,PERSON,0,5,nltk,107,https://www.dailyrecord.co.uk/news/politics/nigel-farage-says-reform-would-35084556,dailyrecord.co.uk,LEADER
Farage,PERSON,6,12,nltk,107,https://www.dailyrecord.co.uk/news/politics/nigel-farage-says-reform-would-35084556,dailyrecord.co.uk,LEADER
Reform,PERSON,18,24,nltk,107,https://www.dailyrecord.co.uk/news/politics/nigel-farage-says-reform-would-35084556,dailyrecord.co.uk,LEADER
SNP,ORGANIZATION,38,41,nltk,107,https://www.dailyrecord.co.uk/news/politics/nigel-farage-says-reform-would-35084556,dailyrecord.co.uk,LEADER
French,GPE,27,33,nltk,108,https://www.cbc.ca/news/politics/key-moments-french-debate-1.7512577,cbc.ca,LEADER
DGP,ORGANIZATION,75,78,nltk,109,https://news.webindia123.com/news/Articles/India/20250408/4305358.html,news.webindia123.com,LEADER
BJP,ORGANIZATION,96,99,nltk,109,https://news.webindia123.com/news/Articles/India/20250408/4305358.html,news.webindia123.com,LEADER
Jalandhar,GPE,120,129,nltk,109,https://news.webindia123.com/news/Articles/India/20250408/4305358.html,news.webindia123.com,LEADER
Canadian,GPE,0,8,nltk,111,https://www.thenorthernecho.co.uk/news/national/25096545.canadian-leader-mark-carney-says-trump-key-issue-national-election/,thenorthernecho.co.uk,LEADER
Mark Carney,PERSON,16,27,nltk,111,https://www.thenorthernecho.co.uk/news/national/25096545.canadian-leader-mark-carney-says-trump-key-issue-national-election/,thenorthernecho.co.uk,LEADER
Trump,PERSON,33,38,nltk,111,https://www.thenorthernecho.co.uk/news/national/25096545.canadian-leader-mark-carney-says-trump-key-issue-national-election/,thenorthernecho.co.uk,LEADER
Canadian,GPE,0,8,nltk,112,https://www.thenorthernecho.co.uk/news/national/25100050.canadian-leader-tells-nation-trump-tariff-war-can-help-domestic-trade/,thenorthernecho.co.uk,LEADER
Trump,PERSON,29,34,nltk,112,https://www.thenorthernecho.co.uk/news/national/25100050.canadian-leader-tells-nation-trump-tariff-war-can-help-domestic-trade/,thenorthernecho.co.uk,LEADER
Jagmeet Singh,PERSON,4,17,nltk,113,https://edmontonjournal.com:443/news/politics/why-jagmeet-singh-lost-his-cool-during-the-french-language-debate,edmontonjournal.com,LEADER
French,GPE,43,49,nltk,113,https://edmontonjournal.com:443/news/politics/why-jagmeet-singh-lost-his-cool-during-the-french-language-debate,edmontonjournal.com,LEADER
NDP,ORGANIZATION,42,45,nltk,114,https://www.winnipegfreepress.com/canada/2025/04/04/b-c-premier-asks-voters-to-re-elect-ndp-mps-after-mulcairs-call-for-strategic-votes,winnipegfreepress.com,LEADER
Mulcair,PERSON,56,63,nltk,114,https://www.winnipegfreepress.com/canada/2025/04/04/b-c-premier-asks-voters-to-re-elect-ndp-mps-after-mulcairs-call-for-strategic-votes,winnipegfreepress.com,LEADER
Winnipeg Free,PERSON,91,104,nltk,114,https://www.winnipegfreepress.com/canada/2025/04/04/b-c-premier-asks-voters-to-re-elect-ndp-mps-after-mulcairs-call-for-strategic-votes,winnipegfreepress.com,LEADER
